代码,名称,"最新收盘价(元,CNY)","总市值(亿元,CNY)","流通市值(亿元,CNY)",交易状态,最新收盘价日期,上市日期,省份,证监会行业,Wind行业,证券类型,上市板,上市交易所
300338.SZ,开元股份,11.92,41.1452,22.42363,正常交易,2019-04-11,2012-07-26,湖南省,CSRC教育,Wind消费者服务Ⅱ,A股,创业板,深圳证券交易所
300339.SZ,润和软件,13.12,104.4891,93.62890,正常交易,2019-04-11,2012-07-18,江苏省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300340.SZ,科恒股份,19.41,41.1773,29.70697,正常交易,2019-04-11,2012-07-26,广东省,CSRC计算机、通信和其他电子设备制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300341.SZ,麦克奥迪,6.57,33.5177,33.47790,正常交易,2019-04-11,2012-07-26,福建省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300342.SZ,天银机电,10.04,43.3668,39.43778,正常交易,2019-04-11,2012-07-26,江苏省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300343.SZ,联创互联,7.91,51.9422,32.93612,正常交易,2019-04-11,2012-08-01,山东省,CSRC互联网和相关服务,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300344.SZ,太空智造,7.57,26.8256,15.49490,正常交易,2019-04-11,2012-08-01,北京,CSRC非金属矿物制品业,Wind资本货物,A股,创业板,深圳证券交易所
300345.SZ,红宇新材,5.61,24.7567,20.68056,正常交易,2019-04-11,2012-08-01,湖南省,CSRC金属制品业,Wind资本货物,A股,创业板,深圳证券交易所
300346.SZ,南大光电,13.16,35.9885,32.07805,正常交易,2019-04-11,2012-08-07,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300347.SZ,泰格医药,66.30,331.6170,230.99503,正常交易,2019-04-11,2012-08-17,浙江省,CSRC卫生,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300348.SZ,长亮科技,25.30,81.3377,55.87697,正常交易,2019-04-11,2012-08-17,广东省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300349.SZ,金卡智能,22.40,96.1296,78.89001,正常交易,2019-04-11,2012-08-17,浙江省,CSRC软件和信息技术服务业,Wind资本货物,A股,创业板,深圳证券交易所
300350.SZ,华鹏飞,7.43,35.4206,23.24072,正常交易,2019-04-11,2012-08-21,广东省,CSRC软件和信息技术服务业,Wind运输,A股,创业板,深圳证券交易所
300351.SZ,永贵电器,12.82,49.3065,30.69620,正常交易,2019-04-11,2012-09-20,浙江省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300352.SZ,北信源,5.84,84.6697,63.86421,正常交易,2019-04-11,2012-09-12,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300353.SZ,东土科技,12.86,66.4782,45.15060,正常交易,2019-04-11,2012-09-27,北京,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300354.SZ,东华测试,11.33,15.6717,8.55237,正常交易,2019-04-11,2012-09-20,江苏省,CSRC仪器仪表制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300355.SZ,蒙草生态,5.30,85.0248,62.58794,正常交易,2019-04-11,2012-09-27,内蒙古自治区,CSRC生态保护和环境治理业,Wind资本货物,A股,创业板,深圳证券交易所
300356.SZ,光一科技,9.26,38.0696,34.14831,正常交易,2019-04-11,2012-10-09,江苏省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300357.SZ,我武生物,44.61,129.7616,113.30384,正常交易,2019-04-11,2014-01-21,浙江省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300358.SZ,楚天科技,9.26,43.8598,40.90051,正常交易,2019-04-11,2014-01-21,湖南省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300359.SZ,全通教育,8.30,52.5393,41.89298,正常交易,2019-04-11,2014-01-21,广东省,CSRC软件和信息技术服务业,Wind消费者服务Ⅱ,A股,创业板,深圳证券交易所
300360.SZ,炬华科技,9.42,38.5861,31.29758,正常交易,2019-04-11,2014-01-21,浙江省,CSRC仪器仪表制造业,Wind资本货物,A股,创业板,深圳证券交易所
300362.SZ,天翔环境,5.75,25.1275,18.09494,正常交易,2019-04-11,2014-01-21,四川省,CSRC通用设备制造业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300363.SZ,博腾股份,10.89,59.1052,33.74573,正常交易,2019-04-11,2014-01-29,重庆,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300364.SZ,中文在线,6.21,47.9411,33.32124,正常交易,2019-04-11,2015-01-21,北京,CSRC新闻和出版业,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300365.SZ,恒华科技,25.06,100.7820,54.09220,正常交易,2019-04-11,2014-01-23,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300366.SZ,创意信息,8.93,46.9340,27.51178,正常交易,2019-04-11,2014-01-27,四川省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300367.SZ,东方网力,11.53,98.5289,69.29825,正常交易,2019-04-11,2014-01-29,北京,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300368.SZ,汇金股份,8.98,47.7685,41.74975,正常交易,2019-04-11,2014-01-23,河北省,CSRC专用设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300369.SZ,绿盟科技,13.28,106.1967,95.54164,正常交易,2019-04-11,2014-01-29,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300370.SZ,安控科技,5.28,50.5373,38.14507,正常交易,2019-04-11,2014-01-23,北京,CSRC仪器仪表制造业,Wind资本货物,A股,创业板,深圳证券交易所
300371.SZ,汇中股份,16.25,19.5000,13.88037,正常交易,2019-04-11,2014-01-23,河北省,CSRC仪器仪表制造业,Wind资本货物,A股,创业板,深圳证券交易所
300373.SZ,扬杰科技,17.40,82.1738,50.99200,正常交易,2019-04-11,2014-01-23,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300374.SZ,恒通科技,11.04,27.1487,18.17286,正常交易,2019-04-11,2015-03-19,北京,CSRC非金属矿物制品业,Wind资本货物,A股,创业板,深圳证券交易所
300375.SZ,鹏翎股份,7.75,27.8791,20.06765,正常交易,2019-04-11,2014-01-27,天津,CSRC橡胶和塑料制品业,Wind汽车与汽车零部件,A股,创业板,深圳证券交易所
300376.SZ,易事特,5.54,128.9649,127.38784,正常交易,2019-04-11,2014-01-27,广东省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300377.SZ,赢时胜,14.38,106.7305,76.10573,正常交易,2019-04-11,2014-01-27,广东省,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300378.SZ,鼎捷软件,23.44,62.0364,61.50723,正常交易,2019-04-11,2014-01-27,上海,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300379.SZ,东方通,22.97,63.6342,45.82480,正常交易,2019-04-11,2014-01-28,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300380.SZ,安硕信息,25.07,34.4562,30.91688,正常交易,2019-04-11,2014-01-28,上海,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300381.SZ,溢多利,10.32,41.9772,37.16988,正常交易,2019-04-11,2014-01-28,广东省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300382.SZ,斯莱克,7.89,44.5445,44.54005,正常交易,2019-04-11,2014-01-29,江苏省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300383.SZ,光环新网,18.14,279.2972,248.02437,正常交易,2019-04-11,2014-01-29,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300384.SZ,三联虹普,18.40,58.4888,33.46417,正常交易,2019-04-11,2014-08-01,北京,CSRC专业技术服务业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300385.SZ,雪浪环境,22.42,29.1763,12.98576,正常交易,2019-04-11,2014-06-26,江苏省,CSRC专用设备制造业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300386.SZ,飞天诚信,14.33,59.9057,30.76521,正常交易,2019-04-11,2014-06-26,北京,CSRC软件和信息技术服务业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300387.SZ,富邦股份,8.73,25.2347,25.15196,正常交易,2019-04-11,2014-07-02,湖北省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300388.SZ,国祯环保,10.60,58.3851,57.14634,正常交易,2019-04-11,2014-08-01,安徽省,CSRC生态保护和环境治理业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300389.SZ,艾比森,17.51,56.0268,28.76651,正常交易,2019-04-11,2014-08-01,广东省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300390.SZ,天华超净,10.41,35.8674,19.45705,正常交易,2019-04-11,2014-07-31,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300391.SZ,康跃科技,13.58,31.7171,18.15794,正常交易,2019-04-11,2014-08-01,山东省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300392.SZ,腾信股份,9.20,35.3280,23.78971,正常交易,2019-04-11,2014-09-10,北京,CSRC互联网和相关服务,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300393.SZ,中来股份,20.62,49.6931,24.91014,正常交易,2019-04-11,2014-09-12,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind半导体与半导体生产设备,A股,创业板,深圳证券交易所
300394.SZ,天孚通信,30.85,61.3736,50.48515,正常交易,2019-04-11,2015-02-17,江苏省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300395.SZ,菲利华,18.93,56.7141,50.94001,正常交易,2019-04-11,2014-09-10,湖北省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300396.SZ,迪瑞医疗,18.39,50.7619,45.44213,正常交易,2019-04-11,2014-09-10,吉林省,CSRC专用设备制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300397.SZ,天和防务,23.78,57.0720,36.87506,正常交易,2019-04-11,2014-09-10,陕西省,CSRC计算机、通信和其他电子设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300398.SZ,飞凯材料,18.34,78.2642,65.66280,正常交易,2019-04-11,2014-10-09,上海,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300399.SZ,京天利,13.45,26.5772,18.03043,正常交易,2019-04-11,2014-10-09,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300400.SZ,劲拓股份,22.49,54.9244,35.83167,正常交易,2019-04-11,2014-10-10,广东省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300401.SZ,花园生物,14.92,71.5098,68.48424,正常交易,2019-04-11,2014-10-09,浙江省,CSRC食品制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300402.SZ,宝色股份,10.80,21.8160,9.32040,正常交易,2019-04-11,2014-10-10,江苏省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300403.SZ,汉宇集团,6.29,37.9287,23.96126,正常交易,2019-04-11,2014-10-30,广东省,CSRC电气机械及器材制造业,Wind耐用消费品与服装,A股,创业板,深圳证券交易所
300404.SZ,博济医药,15.64,20.9447,13.27006,正常交易,2019-04-11,2015-04-24,广东省,CSRC研究和试验发展,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300405.SZ,科隆股份,9.77,14.8507,12.95502,正常交易,2019-04-11,2014-10-30,辽宁省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300406.SZ,九强生物,16.95,85.0531,55.92512,正常交易,2019-04-11,2014-10-30,北京,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300407.SZ,凯发电气,9.28,26.0361,15.94567,正常交易,2019-04-11,2014-12-03,天津,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300408.SZ,三环集团,20.88,363.9724,344.78249,正常交易,2019-04-11,2014-12-03,广东省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300409.SZ,道氏技术,17.14,78.6713,43.40043,正常交易,2019-04-11,2014-12-03,广东省,CSRC非金属矿物制品业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300410.SZ,正业科技,21.79,42.7140,40.72248,正常交易,2019-04-11,2014-12-31,广东省,CSRC专用设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300411.SZ,金盾股份,11.41,54.1257,20.94951,正常交易,2019-04-11,2014-12-31,浙江省,CSRC通用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300412.SZ,迦南科技,9.44,24.5249,20.96294,正常交易,2019-04-11,2014-12-31,浙江省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300413.SZ,芒果超媒,42.86,424.3241,88.15383,正常交易,2019-04-11,2015-01-21,湖南省,CSRC文化艺术业,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300414.SZ,中光防雷,24.76,42.3179,38.99947,正常交易,2019-04-11,2015-05-13,四川省,CSRC计算机、通信和其他电子设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300415.SZ,伊之密,8.56,36.9792,25.13845,正常交易,2019-04-11,2015-01-23,广东省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300416.SZ,苏试试验,22.68,30.7490,17.37175,正常交易,2019-04-11,2015-01-22,江苏省,CSRC仪器仪表制造业,Wind资本货物,A股,创业板,深圳证券交易所
300417.SZ,南华仪器,19.56,15.9610,8.06032,正常交易,2019-04-11,2015-01-23,广东省,CSRC仪器仪表制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300418.SZ,昆仑万维,15.75,181.4315,98.19640,正常交易,2019-04-11,2015-01-21,北京,CSRC互联网和相关服务,Wind软件与服务,A股,创业板,深圳证券交易所
300419.SZ,浩丰科技,7.87,28.9422,21.60669,正常交易,2019-04-11,2015-01-22,北京,CSRC软件和信息技术服务业,Wind软件与服务,A股,创业板,深圳证券交易所
300420.SZ,五洋停车,7.57,54.1732,35.51812,正常交易,2019-04-11,2015-02-17,江苏省,CSRC通用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300421.SZ,力星股份,19.83,26.4541,24.09031,正常交易,2019-04-11,2015-02-17,江苏省,CSRC通用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300422.SZ,博世科,12.10,43.0551,32.02986,正常交易,2019-04-11,2015-02-17,广西壮族自治区,CSRC生态保护和环境治理业,Wind商业和专业服务,A股,创业板,深圳证券交易所
300423.SZ,鲁亿通,16.15,80.0041,29.95062,正常交易,2019-04-11,2015-02-17,山东省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300424.SZ,航新科技,19.02,45.6389,30.00183,正常交易,2019-04-11,2015-04-22,广东省,CSRC铁路、船舶、航空航天和其他运输设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300425.SZ,环能科技,6.38,43.1883,40.26318,正常交易,2019-04-11,2015-02-16,四川省,CSRC专用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
300426.SZ,唐德影视,8.21,33.9757,20.74861,正常交易,2019-04-11,2015-02-17,浙江省,CSRC广播、电视、电影和影视录音制作业,Wind媒体Ⅱ,A股,创业板,深圳证券交易所
300427.SZ,红相股份,14.78,52.9628,36.43103,正常交易,2019-04-11,2015-02-17,福建省,CSRC电气机械及器材制造业,Wind资本货物,A股,创业板,深圳证券交易所
300428.SZ,四通新材,12.52,66.3114,17.28376,正常交易,2019-04-11,2015-03-19,河北省,CSRC有色金属冶炼及压延加工,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300429.SZ,强力新材,28.58,77.5050,39.80691,正常交易,2019-04-11,2015-03-24,江苏省,CSRC化学原料及化学制品制造业,Wind材料Ⅱ,A股,创业板,深圳证券交易所
300430.SZ,诚益通,9.96,27.0921,15.39725,正常交易,2019-04-11,2015-03-19,北京,CSRC仪器仪表制造业,Wind资本货物,A股,创业板,深圳证券交易所
300431.SZ,暴风集团,10.69,35.2262,25.75817,正常交易,2019-04-11,2015-03-24,北京,CSRC互联网和相关服务,Wind软件与服务,A股,创业板,深圳证券交易所
300432.SZ,富临精工,7.65,38.0439,29.37713,正常交易,2019-04-11,2015-03-19,四川省,CSRC汽车制造业,Wind汽车与汽车零部件,A股,创业板,深圳证券交易所
300433.SZ,蓝思科技,8.17,320.8209,319.48420,正常交易,2019-04-11,2015-03-18,湖南省,CSRC计算机、通信和其他电子设备制造业,Wind技术硬件与设备,A股,创业板,深圳证券交易所
300434.SZ,金石东方,10.93,43.9106,21.94100,正常交易,2019-04-11,2015-04-24,四川省,CSRC医药制造业,Wind制药、生物科技与生命科学,A股,创业板,深圳证券交易所
300435.SZ,中泰股份,18.20,45.4095,21.56847,正常交易,2019-04-11,2015-03-26,浙江省,CSRC通用设备制造业,Wind资本货物,A股,创业板,深圳证券交易所
